Run,Best_Return,Best_Weights,Execution_Time,Fitness_History
10,0.04164692685113483,"0.019915799732943523,0.001423453905521618,0.009158391228279742,0.0037733892511449974,0.009464557321445546,0.814949945197376,0.0045926636927480415,0.03740136806672357,0.00370719524127078,0.013813493778954944,0.009079275749135755,0.0027981139349847325,0.015580825585330046,0.007075876205546942,0.0034073771880952504,0.015508937141747947,0.012095429044870633,0.014148481051812671,0.0010099310432646947,0.0010954956388028812",0.09444975852966309,"0.016466201630877902,0.01808692325413254,0.018743126239439654,0.018743126239439654,0.018743126239439654,0.019124532296788926,0.02193591058803157,0.021935910588031578,0.021935910588031578,0.021935910588031578,0.021935910588031578,0.02217346990869505,0.02217346990869506,0.02348361903955481,0.02348361903955481,0.02348361903955481,0.023536368596953187,0.023978003966888158,0.023978003966888158,0.0249196760898528,0.0249196760898528,0.0249196760898528,0.024928161035875144,0.025134303728706887,0.02693987358383699,0.02693987358383699,0.02693987358383699,0.02693987358383699,0.02693987358383699,0.027033075617373004,0.027033075617373004,0.027462734389962155,0.028147959717665778,0.028191273053447,0.028307368811184924,0.028323868898957417,0.02842618671913945,0.028590700574683294,0.029016754436398885,0.029335253719983828,0.029335253719983828,0.03264053580547305,0.032640535805473055,0.032640535805473055,0.032640535805473055,0.032640535805473055,0.032640535805473055,0.03308175320732391,0.03308175320732391,0.03308175320732391,0.03308175320732391,0.03342817088153602,0.03378250033750619,0.0337947757862474,0.0337947757862474,0.03487740196575606,0.03487740196575606,0.03487740196575606,0.03487740196575606,0.034921047669293256,0.034921047669293256,0.03497998082708273,0.035079067623089225,0.035544909396276594,0.03602537150150717,0.03706491893553029,0.03706491893553029,0.03706491893553029,0.03760459978431886,0.037739486683845296,0.037739486683845296,0.038428612053098936,0.038428612053098936,0.038428612053098936,0.03849603960940683,0.03875176893843292,0.038759857526950034,0.038759857526950034,0.038759857526950034,0.038759857526950034,0.039168136679191556,0.03925477800262383,0.03979091442216401,0.040807574106539894,0.040807574106539894,0.040807574106539894,0.040807574106539894,0.040807574106539894,0.04107776063766161,0.04107776063766161,0.04107776063766161,0.04107776063766161,0.04107776063766161,0.04107776063766161,0.04107776063766161,0.04107776063766161,0.04107776063766161,0.04128783047981838,0.041287830479818384,0.04164692685113483"
11,0.04072428828234321,"0.0026404226881670385,0.013740051518933065,0.021326989441940388,0.0042376607959662355,0.003611675228887388,0.8012854878916852,0.021972612327900924,0.01964050938533435,0.005469646346550225,0.007355536785095995,0.007547969954303802,0.0013561923931419751,0.010624404945058324,0.004084475247265619,0.0010882677362619199,0.0113351903136999,0.03005320290343143,0.008335445199149296,0.020124444621712992,0.004169814275514021",0.09786701202392578,"0.013889278794849233,0.014319950493621985,0.0162178223458602,0.0162178223458602,0.0162178223458602,0.0162178223458602,0.0162178223458602,0.017726268031781414,0.01790967067468486,0.020315340514185383,0.020315340514185383,0.020315340514185383,0.02084252721111722,0.020842527211117227,0.021887626322867063,0.022325922070607098,0.023043396441320054,0.023043396441320054,0.02515979504770327,0.02515979504770327,0.027199248448542046,0.027199248448542046,0.027199248448542046,0.028025478352939157,0.028025478352939157,0.028025478352939157,0.028287403212589275,0.028287403212589275,0.028308249146065497,0.03106483424461458,0.03106483424461458,0.03106483424461458,0.03106483424461458,0.031064834244614585,0.031064834244614585,0.031064834244614585,0.031215798125345348,0.031215798125345348,0.03198052523512709,0.03200623242672069,0.03200623242672069,0.03200623242672069,0.03200623242672069,0.03215998205857042,0.03215998205857042,0.032658053741533875,0.032658053741533875,0.032658053741533875,0.03265805374153388,0.03298831825571167,0.03298831825571167,0.03337514417281953,0.03337514417281953,0.03378465719659285,0.03378465719659285,0.03378465719659285,0.03378465719659285,0.03434078495846592,0.034340784958465924,0.03624877994670829,0.03624877994670829,0.03624877994670829,0.03624877994670829,0.03672829040885219,0.03752010509078293,0.03752010509078293,0.037663837932435336,0.03773293288508849,0.03773293288508849,0.03773293288508849,0.03773293288508849,0.03773293288508849,0.03773293288508849,0.03823274090385122,0.03823274090385122,0.03823274090385122,0.03823274090385122,0.03831911657233904,0.03831911657233904,0.03831911657233904,0.03906002215369668,0.03906002215369668,0.03906002215369668,0.03906002215369668,0.03940618681441008,0.03952765452736153,0.03952765452736153,0.03952765452736153,0.03952765452736153,0.03952765452736153,0.03990746223104138,0.040217482114063965,0.040217482114063965,0.040217482114063965,0.040217482114063965,0.04022261753978921,0.04022261753978921,0.040394632268548517,0.04072428828234321,0.04072428828234321"
12,0.04283321551599879,"0.0037696422151024004,0.017300364160688343,0.013399607034939455,0.0021059676608846064,0.0052323777602718965,0.862701687424132,0.00822785644717974,0.0034132252195528032,0.02217086419240491,0.0012387269090061938,0.015116374718293357,0.003476334121234975,0.011760168279370042,0.008714397664764924,0.00889776847547317,0.0004188812038313655,0.001012531328972767,0.006175270171762945,0.003305250258453979,0.0015627047536802487",0.09681415557861328,"0.013522089643280914,0.01521903193376356,0.01521903193376356,0.021133112157421932,0.021133112157421932,0.02186619865676206,0.02186619865676206,0.02228758787656433,0.023089035350076663,0.023864671023443668,0.02476072312582337,0.02476072312582337,0.02476072312582337,0.02476072312582337,0.02476072312582337,0.025704268334307237,0.026446361773132903,0.026446361773132903,0.026446361773132903,0.026446361773132903,0.026446361773132903,0.027389301262662,0.030554072851168065,0.030554072851168065,0.030554072851168065,0.0306208476317633,0.0306208476317633,0.03226194398890251,0.03226194398890251,0.03226194398890251,0.03226194398890251,0.03226194398890251,0.03226194398890251,0.03226194398890251,0.03226194398890251,0.03319169025187303,0.03382626530326945,0.03399299748346062,0.03399299748346062,0.03399299748346062,0.03399299748346062,0.03399299748346062,0.034032622232941734,0.034032622232941734,0.034032622232941734,0.03410086620836135,0.0358864363992828,0.0358864363992828,0.036172212268386045,0.036172212268386045,0.03713557283008286,0.03713557283008286,0.03713557283008286,0.03713557283008286,0.03713557283008286,0.03713557283008286,0.03713557283008286,0.03713557283008286,0.03713557283008286,0.037402688898204244,0.037402688898204244,0.037402688898204244,0.037731803982359244,0.03784174626140375,0.03784174626140375,0.039747464575907075,0.039747464575907075,0.039747464575907075,0.039747464575907075,0.039747464575907075,0.039747464575907075,0.03974746457590708,0.03974746457590708,0.03974746457590708,0.03974746457590708,0.03974746457590708,0.04010798777095912,0.04010798777095912,0.04056759082420494,0.04056759082420494,0.04056759082420494,0.04056759082420494,0.04056759082420494,0.04107512135134025,0.04107512135134025,0.04107512135134025,0.04107512135134025,0.04107512135134025,0.041181540057828134,0.04156541379028091,0.04156541379028091,0.04156541379028091,0.04156541379028091,0.04214869497104531,0.04214869497104531,0.04229182123952636,0.042291821239526364,0.04283321551599879,0.04283321551599879,0.04283321551599879"
13,0.04168599168373443,"0.03684221244923605,0.010552026393748488,0.0029133073489550068,0.025393734263035612,0.002003086122907203,0.8052899594157079,0.007772243114441419,0.03818898518096831,0.004438898378590902,0.009314691339944258,0.007584906483030452,0.00534610457874123,0.007451567597586761,0.00045977815268683625,0.004118985018009409,0.011581766445369039,0.0033145036067619227,0.004009253468132369,0.0028372591856445106,0.010586731456502468",0.09474325180053711,"0.013315539776858898,0.015032948810124258,0.015107143424513286,0.01595678764554939,0.019539858905554146,0.019695994717007857,0.019695994717007857,0.020846779127770502,0.020846779127770502,0.021108021388428214,0.021108021388428218,0.021108021388428218,0.021108021388428218,0.02139966271869926,0.02320486024817572,0.02320486024817572,0.02369061011022364,0.025654614948904152,0.025654614948904152,0.025654614948904152,0.025759378402957604,0.025759378402957604,0.025759378402957604,0.026491312992160034,0.026746273261138005,0.028669261164241996,0.030623458914349568,0.030623458914349574,0.030623458914349574,0.030623458914349574,0.030623458914349574,0.030623458914349574,0.031199947460113356,0.031199947460113363,0.031199947460113363,0.031663059970828356,0.03180898112286789,0.03180898112286789,0.03180898112286789,0.03202354978765018,0.03323675216443012,0.03323675216443012,0.03323675216443012,0.03462345355188745,0.034623453551887465,0.034623453551887465,0.034623453551887465,0.034623453551887465,0.034623453551887465,0.034623453551887465,0.034623453551887465,0.03506237064647603,0.03506237064647603,0.035645402831955976,0.03605195807170753,0.03605195807170753,0.036175230886996396,0.036175230886996396,0.03620146918474361,0.03766601140953567,0.03766601140953567,0.03766601140953567,0.03766601140953567,0.03766601140953567,0.03766601140953567,0.03766601140953567,0.03766601140953567,0.037880641403699795,0.037880641403699795,0.037880641403699795,0.039629664399473456,0.039629664399473456,0.04048452853884628,0.04048452853884628,0.04048452853884628,0.04048452853884628,0.04048452853884628,0.04048452853884628,0.04048452853884628,0.04048452853884628,0.04048452853884628,0.04048452853884628,0.04048452853884628,0.0408012936371061,0.0408012936371061,0.0408012936371061,0.0408012936371061,0.041206184374508785,0.041206184374508785,0.041206184374508785,0.041206184374508785,0.04121107366887308,0.04121107366887308,0.04121107366887308,0.04136660572973777,0.041595424304162625,0.041595424304162625,0.041595424304162625,0.041685991683734415,0.04168599168373443"
14,0.04433964075309945,"0.0034928208179554688,0.00014743822564907175,0.020696611787304055,0.001505168544696789,0.005555147666626032,0.8947783387896758,0.010577081762885868,0.007019573804991855,0.0073069683888552514,0.0012144071685556426,0.0014532009758799328,0.004508064342245177,0.01386677489607263,0.0025488431660767863,0.0015991930437613006,0.0013354602568200298,0.008113316562363772,0.0067154717069956215,0.00204189698571247,0.005524221106876557",0.0943748950958252,"0.012024441897021319,0.016813118822896045,0.016813118822896045,0.016813118822896045,0.016813118822896045,0.017417680968351525,0.023182064752205786,0.023182064752205786,0.023344638130778052,0.02362555030157804,0.02362555030157804,0.02434165786207387,0.02689376191369008,0.02689376191369008,0.02719736569727166,0.02719736569727166,0.027259782623191533,0.02726630855284109,0.028924968442014018,0.028924968442014018,0.028924968442014018,0.029682353575263914,0.030703031072213186,0.03231764412274488,0.03231764412274488,0.03231764412274488,0.03231764412274488,0.03231764412274488,0.03231764412274488,0.033381412829762556,0.033381412829762556,0.0334448223446916,0.0334448223446916,0.03352098977757502,0.03352098977757502,0.033750521255223015,0.033795413070461154,0.033795413070461154,0.034320886188941344,0.03475056491527289,0.03475056491527289,0.03513547585319324,0.035170711495203504,0.03525134093541389,0.03525134093541389,0.03575522787176143,0.03775840279339017,0.03775840279339017,0.03775840279339017,0.03775840279339017,0.03775840279339017,0.037758402793390176,0.03872887751457838,0.03872887751457838,0.03872887751457838,0.03872887751457839,0.03872887751457839,0.03872887751457839,0.03872887751457839,0.03872887751457839,0.03872887751457839,0.03872887751457839,0.03872887751457839,0.04005743053816877,0.04005743053816877,0.04047395107665542,0.040747874484753435,0.040747874484753435,0.040747874484753435,0.040747874484753435,0.040747874484753435,0.04112612481204974,0.04112612481204974,0.04112612481204974,0.0412860108482162,0.0412860108482162,0.0412860108482162,0.0412860108482162,0.04162853215224543,0.04162853215224543,0.04195037929175864,0.04195037929175864,0.04195037929175864,0.0420847288611707,0.043141295529016445,0.043141295529016445,0.043141295529016445,0.043141295529016445,0.043141295529016445,0.043141295529016445,0.043141295529016445,0.043141295529016445,0.043141295529016445,0.043141295529016445,0.043141295529016445,0.043141295529016445,0.043141295529016445,0.04417482435720851,0.04433964075309945,0.04433964075309945"
15,0.0426888286552773,"0.02027354495942372,0.004465853912418534,0.00254681208141937,0.007507391248204092,0.024002834090432336,0.853427831263431,0.015874228115959118,0.001739621760079376,0.002360704372167174,0.00382515329635862,0.0018822491850408046,0.0032199699939070765,0.00529093456226271,0.0007314556275726042,0.005896331231475108,0.01663213612651143,0.00023673084343787132,0.01689439987980391,0.001435163630630715,0.011756653819464651",0.09428596496582031,"0.014314991580400888,0.014314991580400888,0.015719921548187826,0.015719921548187826,0.016318646638825478,0.016318646638825478,0.01824528103456216,0.01824528103456216,0.02088169716706517,0.02088169716706517,0.02088169716706517,0.021024423897896074,0.021024423897896074,0.023171917926764683,0.023171917926764683,0.023171917926764683,0.023246318726809018,0.024997624873159322,0.024997624873159322,0.024997624873159322,0.024997624873159322,0.024997624873159322,0.027128652535915735,0.027128652535915735,0.027128652535915735,0.027128652535915735,0.027183230959844762,0.030721600608306757,0.030721600608306757,0.030721600608306757,0.030721600608306757,0.030721600608306757,0.030721600608306757,0.030721600608306757,0.030816688649273494,0.030816688649273494,0.030816688649273494,0.030816688649273494,0.030816688649273494,0.030816688649273494,0.03427138409557971,0.03427138409557971,0.03427138409557971,0.03427138409557971,0.03427138409557971,0.03427138409557971,0.03427138409557971,0.03427138409557971,0.03427138409557971,0.034630696696900186,0.0353265553235413,0.0353265553235413,0.0353265553235413,0.0353265553235413,0.03532655532354131,0.03532655532354131,0.03541275773709377,0.03590515552967409,0.0359051555296741,0.0359051555296741,0.0359051555296741,0.0359051555296741,0.0359051555296741,0.0359051555296741,0.03830964009821556,0.03830964009821556,0.038675926946210935,0.038675926946210935,0.038675926946210935,0.038675926946210935,0.038675926946210935,0.038675926946210935,0.038675926946210935,0.03971213764712552,0.039712137647125535,0.039828255244730985,0.039828255244730985,0.039828255244730985,0.039828255244730985,0.039828255244730985,0.04085965749706226,0.04085965749706226,0.04171187939435196,0.04171187939435196,0.04171187939435196,0.04171187939435196,0.04171187939435196,0.041887642662597147,0.04188764266259715,0.041935543817204254,0.041935543817204254,0.041935543817204254,0.0426888286552773,0.0426888286552773,0.0426888286552773,0.0426888286552773,0.0426888286552773,0.0426888286552773,0.0426888286552773,0.0426888286552773"
16,0.04176123907606864,"0.01468596715574394,0.006089786337860203,0.05062490270653652,0.0074146239914625635,0.0015332335733127503,0.8272224555017814,0.0009205200637763967,0.005439471195949219,0.010570204778776262,0.005836562959988822,0.005231828295609812,0.00045069278880380525,0.009446855647722683,0.016281578814240943,0.0028678956021522396,0.007780176533119655,0.012619970859295516,0.0076225654915782525,0.001555319655517367,0.005805388046771505",0.0935659408569336,"0.012849866482511777,0.014755324090879023,0.015322659005117041,0.015322659005117041,0.015322659005117041,0.015322659005117041,0.019290131633802467,0.019290131633802467,0.019290131633802467,0.020962643459149225,0.023269735934305397,0.02373862111101875,0.02373862111101875,0.023739223229725652,0.024701871443179476,0.024701871443179476,0.03033533674346918,0.03033533674346918,0.03033533674346918,0.030654554583938686,0.030654554583938686,0.030654554583938686,0.030654554583938686,0.031200078422453825,0.03124097337520798,0.032348441326954275,0.032348441326954275,0.0324512598565173,0.03245705381013004,0.03343839722692626,0.03465252294510844,0.03465252294510844,0.03465252294510844,0.03465252294510844,0.03465252294510844,0.034792260731819964,0.034792260731819964,0.034792260731819964,0.034792260731819964,0.034792260731819964,0.034895466530216274,0.034895466530216274,0.03591422713501436,0.03591422713501436,0.03591422713501436,0.03591422713501436,0.03591422713501436,0.03691229749392781,0.03691229749392781,0.03691229749392781,0.037021160237637206,0.037021160237637206,0.03712705306522401,0.03712705306522401,0.037133934683468185,0.037133934683468185,0.039367216592818645,0.03945837475929423,0.03945837475929423,0.03945837475929423,0.03945837475929423,0.03945837475929423,0.03945837475929423,0.03945837475929423,0.039779153317289095,0.039779153317289095,0.039860766903278506,0.040150355474215214,0.040150355474215214,0.04027462680139146,0.04027462680139146,0.04027462680139146,0.040291354729202235,0.040291354729202235,0.04063316577685867,0.040633165776858673,0.040633165776858673,0.040633165776858673,0.041003883133992454,0.041003883133992454,0.041003883133992454,0.041003883133992454,0.041003883133992454,0.041003883133992454,0.0411645034903811,0.0411645034903811,0.0411645034903811,0.0411645034903811,0.0411645034903811,0.0411645034903811,0.0411645034903811,0.0411645034903811,0.0411645034903811,0.0411645034903811,0.04153071059128734,0.04153071059128734,0.04153071059128734,0.04153071059128734,0.04153071059128734,0.04176123907606864"
17,0.04186200804032719,"0.020429969196825208,0.02965619056063152,0.00031247749141815706,0.009630258102847967,0.0006285248641265474,0.8210868383498333,0.0009964347519483335,0.020131652251658468,0.001151738010911344,0.011975039147933325,0.0013189985400707815,0.02666851616576099,0.0006125596152887966,0.0002988254626956554,0.0005690141351531778,0.006562169205724826,0.0012703838317601104,0.020662944259977837,0.001998433460441852,0.02403903259499177",0.0930640697479248,"0.015927315739931624,0.015927315739931624,0.01648491746792176,0.01864703163453726,0.02038334239097363,0.02038334239097363,0.02038334239097363,0.02038334239097363,0.02038334239097363,0.023980110698177202,0.023980110698177202,0.023980110698177202,0.023980110698177202,0.023980110698177202,0.023980110698177202,0.023980110698177202,0.023980110698177202,0.02649994354484208,0.02649994354484208,0.02695319029333141,0.02695319029333141,0.027171503441299222,0.027171503441299222,0.02730227626831722,0.02805251331697763,0.02823107237388207,0.02823107237388207,0.028951759359605964,0.029411394622432648,0.029411394622432648,0.029411394622432648,0.030682696098171865,0.030682696098171865,0.03147524403111188,0.03147524403111188,0.03165915004890872,0.03165915004890872,0.03165915004890872,0.03165915004890872,0.03358608209054577,0.03358608209054577,0.03358608209054577,0.03358608209054577,0.03500309361531655,0.03587562333121111,0.0360375583952883,0.036389136391426685,0.036389136391426685,0.03638913639142669,0.03638913639142669,0.03638913639142669,0.03638913639142669,0.03789418308049994,0.03789418308049994,0.03789418308049994,0.03789418308049994,0.03789418308049994,0.03789418308049994,0.03789418308049994,0.03789418308049994,0.03789418308049994,0.039011198879473435,0.03935955008291064,0.03935955008291064,0.03935955008291064,0.03935955008291064,0.03935955008291064,0.03935955008291064,0.03935955008291064,0.03993005663998415,0.03993005663998415,0.03993005663998415,0.03993005663998415,0.03993005663998415,0.039964640612703974,0.040018485084863,0.040018485084863,0.040520922059809984,0.040520922059809984,0.040520922059809984,0.04090106677100035,0.04090106677100035,0.04113120087736371,0.041167840290387434,0.041167840290387434,0.041167840290387434,0.04116784029038745,0.04127396065820162,0.04135731235415558,0.04135731235415558,0.04135731235415558,0.04135731235415558,0.041648359833002004,0.041648359833002004,0.041648359833002004,0.041648359833002004,0.04186200804032719,0.04186200804032719,0.04186200804032719,0.04186200804032719"
18,0.04208276720958453,"0.02961963507497787,0.0130916791272274,0.02107602027211311,0.0002825809551969785,0.004593474161944,0.8204691992350838,0.005283113828067851,0.032169053404012445,0.006484626518036001,0.0017305698634067104,0.0104782282457103,0.01352338553913469,0.001198254503723782,0.00031562583571506143,0.004153119181028845,0.008140253551693476,0.006235203743512575,0.006572902884215955,0.013724651852285347,0.0008584222229137592",0.09342813491821289,"0.015180666404509371,0.017797419515153047,0.017797419515153047,0.018878473625455396,0.018878473625455396,0.018878473625455396,0.02112292677146002,0.02112292677146002,0.02303694469937243,0.023458390155767662,0.023458390155767662,0.023458390155767662,0.023458390155767662,0.02383608440690946,0.026912784154723507,0.026912784154723507,0.02726023102592971,0.02726023102592971,0.02726023102592971,0.02726023102592971,0.02726023102592971,0.02726023102592971,0.027572972374877734,0.02908733809043001,0.02908733809043001,0.029322498177121036,0.029322498177121036,0.029322498177121036,0.029322498177121036,0.029322498177121036,0.031018113902601296,0.03131393506474048,0.03131393506474048,0.03243151831203498,0.03243151831203498,0.03303113273449863,0.03303113273449863,0.03303113273449863,0.03303113273449863,0.03303113273449863,0.03303113273449863,0.03401272253693744,0.03401272253693744,0.03401272253693744,0.03401272253693744,0.03434338706057114,0.03434338706057114,0.03434338706057114,0.03475542559108751,0.03475542559108751,0.0355981347717161,0.0355981347717161,0.0355981347717161,0.0355981347717161,0.0355981347717161,0.03662554264899859,0.03662554264899859,0.03662554264899859,0.03662554264899859,0.03662554264899859,0.03662554264899859,0.037182213576019946,0.037182213576019946,0.037182213576019946,0.03742317826345738,0.03742317826345738,0.03765437966244264,0.03765437966244264,0.03765437966244264,0.03765437966244264,0.03854059646101543,0.03854059646101543,0.03854059646101543,0.03854059646101543,0.03854059646101543,0.038540596461015444,0.038540596461015444,0.038540596461015444,0.03873647115159888,0.03934790512525414,0.03934790512525414,0.03934790512525414,0.03999842514516455,0.04164851981733559,0.04164851981733559,0.04164851981733559,0.04164851981733559,0.04164851981733559,0.04164851981733559,0.04164851981733559,0.04164851981733559,0.04164851981733559,0.04164851981733559,0.04208276720958453,0.04208276720958453,0.04208276720958453,0.04208276720958453,0.04208276720958453,0.04208276720958453,0.04208276720958453"
19,0.04159984191171855,"0.012113920672270215,0.013629611274558381,0.016902048726211674,0.019405087805291696,0.0006417600754336172,0.8221415606102086,0.02896668454286479,0.00817153544445669,0.005549339190537168,0.006335772365149968,0.002685749618738154,0.013184158709898443,0.004396524674209422,0.0030129097670848135,0.0054967729700769186,0.0003848587825995531,0.012586284636711666,0.0124627333753038,0.007944370353955246,0.003988316404439239",0.09477114677429199,"0.015244961895688003,0.01814432931440409,0.01931692768368165,0.019316927683681658,0.019671905604444852,0.020521931439217676,0.021000541841084786,0.021327978363813744,0.021735459563457984,0.021735459563457984,0.023192332010784383,0.023192332010784383,0.023192332010784383,0.025562449961396616,0.025562449961396616,0.025562449961396626,0.025562449961396626,0.025702580766348886,0.027193786267026804,0.027193786267026804,0.027193786267026804,0.02733255991354908,0.02733255991354908,0.02738562393133471,0.02738562393133471,0.02738562393133471,0.0290634174601083,0.029883751347237652,0.029883751347237652,0.029883751347237652,0.029883751347237652,0.031212952657313935,0.031212952657313935,0.031212952657313935,0.031212952657313935,0.03164552224724717,0.03164552224724717,0.032000084948681985,0.032000084948681985,0.03233018247445134,0.03233018247445134,0.03233018247445134,0.03233018247445134,0.03233018247445134,0.03233018247445134,0.03233018247445134,0.03233018247445134,0.03396987372363054,0.03396987372363054,0.03396987372363054,0.03432025510714769,0.03432025510714769,0.0348461544108851,0.03509839072141357,0.03562007254980161,0.035991535437025934,0.036477142360704116,0.036477142360704116,0.036477142360704116,0.03798808955001119,0.03798808955001119,0.03798808955001119,0.03798808955001119,0.03798808955001119,0.03798808955001119,0.03798808955001119,0.03798808955001119,0.03798808955001119,0.039148255286680006,0.039148255286680006,0.039148255286680006,0.039148255286680006,0.039148255286680006,0.039148255286680006,0.039818826486537645,0.039818826486537645,0.039818826486537645,0.039818826486537645,0.039818826486537645,0.039818826486537645,0.039818826486537645,0.039818826486537645,0.040145516485624054,0.040145516485624054,0.040145516485624054,0.040145516485624054,0.040145516485624054,0.040145516485624054,0.040145516485624054,0.040145516485624054,0.04080443127339323,0.04080443127339323,0.041348849567861806,0.041348849567861806,0.041348849567861806,0.041348849567861806,0.04135388017543211,0.04135388017543211,0.04135388017543211,0.04159984191171855"
